Present_Tmax,Present_Tmin,DEM,lat,lon,Slope,Solar radiation,Act_Next_Tmax,Act_Next_Tmin,Date
28.6,23.2,35.038,37.5507,127.135,0.5055,4822.092285,28.6,25.3,20/8/2015
28.6,25.3,54.6384,37.5102,127.042,0.1457,4835.805664,27.5,24,20/8/2015
27.5,24,12.37,37.5776,126.838,0.0985,4815.746094,28.3,24.8,20/8/2015
28.3,24.8,52.518,37.4697,126.91,1.5629,4817.585449,28.2,24.6,20/8/2015
28.2,24.6,50.9312,37.4967,126.826,0.4125,4846.185547,26.7,22.9,20/8/2015
26.7,22.9,208.507,37.4562,126.955,5.1782,4769.366211,28.2,24.8,20/8/2015
28.2,24.8,28.7,37.5372,127.085,0.6233,4839.843262,27.4,23.4,20/8/2015
27.4,23.4,132.118,37.5507,126.988,0.5931,4882.054199,28.1,24.5,20/8/2015
28.1,24.5,59.8324,37.5776,127.083,2.6865,4813.178711,28.8,23.6,20/8/2015
28.8,23.6,30.968,37.4967,126.927,0.618,4821.79834,28.1,24.5,20/8/2015
28.1,24.5,30.0464,37.5507,126.937,0.8552,4843.501953,27.9,23.1,20/8/2015
27.9,23.1,82.2912,37.4697,126.995,2.2579,4790.760742,27,21.3,20/8/2015
27,21.3,53.4712,37.6181,127.099,0.697,4836.728027,29.8,25.4,20/8/2015
29.8,25.4,56.4448,37.4832,127.024,1.2313,4815.116211,27.8,23.9,20/8/2015
27.8,23.9,75.0924,37.5776,126.938,1.7678,4869.229004,28.2,24.4,20/8/2015
28.2,24.4,146.554,37.6181,127.004,4.7296,4925.046875,27.5,25.2,20/8/2015
27.5,25.2,26.298,37.5507,127.04,0.5721,4830.418457,28.3,25.1,20/8/2015
28.3,25.1,21.9668,37.5102,127.086,0.1332,4817.633789,28.3,25.6,20/8/2015
28.3,25.6,15.5876,37.5372,126.891,0.1554,4818.54248,28.2,25.8,20/8/2015
28.2,25.8,17.2956,37.5237,126.909,0.2223,4814.346191,28.9,25.7,20/8/2015
28.9,25.7,19.5844,37.5237,126.97,0.2713,4825.774902,25.7,20.6,20/8/2015
25.7,20.6,212.335,37.6046,126.991,2.785,4950.874023,28.6,21.7,21/8/2015
28.6,21.7,44.7624,37.6046,127.032,0.5141,4803.37207,28.5,22.7,21/8/2015
28.5,22.7,33.3068,37.5776,127.058,0.2661,4798.212891,29,23,21/8/2015
29,23,45.716,37.645,127.022,2.5348,4788.694824,28.3,22.8,21/8/2015
28.3,22.8,35.038,37.5507,127.135,0.5055,4786.577637,29.1,23.8,21/8/2015
29.1,23.8,54.6384,37.5102,127.042,0.1457,4800.263184,28.4,23.5,21/8/2015
28.4,23.5,12.37,37.5776,126.838,0.0985,4780.342773,28.3,23.2,21/8/2015
28.3,23.2,52.518,37.4697,126.91,1.5629,4781.840332,29.3,22.9,21/8/2015
29.3,22.9,50.9312,37.4967,126.826,0.4125,4810.822266,27.9,21.7,21/8/2015
27.9,21.7,208.507,37.4562,126.955,5.1782,4731.641113,29.2,23.1,21/8/2015
29.2,23.1,28.7,37.5372,127.085,0.6233,4804.658203,27.7,21.6,21/8/2015
27.7,21.6,132.118,37.5507,126.988,0.5931,4846.348145,29.1,23.3,21/8/2015
29.1,23.3,59.8324,37.5776,127.083,2.6865,4777.401855,28.3,22.5,21/8/2015
28.3,22.5,30.968,37.4967,126.927,0.618,4786.317871,28.4,22.8,21/8/2015
28.4,22.8,30.0464,37.5507,126.937,0.8552,4808.338379,27.6,21.6,21/8/2015
27.6,21.6,82.2912,37.4697,126.995,2.2579,4754.415039,28.5,22.1,21/8/2015
28.5,22.1,53.4712,37.6181,127.099,0.697,4801.244629,30.2,23.8,21/8/2015
30.2,23.8,56.4448,37.4832,127.024,1.2313,4779.287109,29,22.5,21/8/2015
29,22.5,75.0924,37.5776,126.938,1.7678,4834.006348,28.9,22.7,21/8/2015
28.9,22.7,146.554,37.6181,127.004,4.7296,4890.243164,28.9,23.2,21/8/2015
28.9,23.2,26.298,37.5507,127.04,0.5721,4795.120117,29.1,23.6,21/8/2015
29.1,23.6,21.9668,37.5102,127.086,0.1332,4782.181641,29.6,22.9,21/8/2015
29.6,22.9,15.5876,37.5372,126.891,0.1554,4783.152832,29,23,21/8/2015
29,23,17.2956,37.5237,126.909,0.2223,4778.87793,29.3,23.7,21/8/2015
29.3,23.7,19.5844,37.5237,126.97,0.2713,4790.469727,26.3,20.8,21/8/2015
26.3,20.8,212.335,37.6046,126.991,2.785,4915.481445,29.2,21.7,22/8/2015
29.2,21.7,44.7624,37.6046,127.032,0.5141,4767.529785,29.2,23.3,22/8/2015
29.2,23.3,33.3068,37.5776,127.058,0.2661,4762.389648,29.8,23.5,22/8/2015
29.8,23.5,45.716,37.645,127.022,2.5348,4752.657227,29.9,23.1,22/8/2015
29.9,23.1,35.038,37.5507,127.135,0.5055,4750.573242,30.4,23.8,22/8/2015
30.4,23.8,54.6384,37.5102,127.042,0.1457,4764.229492,28.9,23.5,22/8/2015
28.9,23.5,12.37,37.5776,126.838,0.0985,4744.449219,29.1,23.4,22/8/2015
29.1,23.4,52.518,37.4697,126.91,1.5629,4745.608887,30.1,22.5,22/8/2015
30.1,22.5,50.9312,37.4967,126.826,0.4125,4774.966309,28.3,21.5,22/8/2015
28.3,21.5,208.507,37.4562,126.955,5.1782,4693.443848,30.5,23.9,22/8/2015
30.5,23.9,28.7,37.5372,127.085,0.6233,4768.980469,28.1,22.1,22/8/2015
28.1,22.1,132.118,37.5507,126.988,0.5931,4810.149902,29.9,24,22/8/2015
29.9,24,59.8324,37.5776,127.083,2.6865,4741.140137,29.1,23.1,22/8/2015
29.1,23.1,30.968,37.4967,126.927,0.618,4750.348633,29.3,23.1,22/8/2015
29.3,23.1,30.0464,37.5507,126.937,0.8552,4772.682617,28.6,21.4,22/8/2015
28.6,21.4,82.2912,37.4697,126.995,2.2579,4717.58252,29.8,21.1,22/8/2015
29.8,21.1,53.4712,37.6181,127.099,0.697,4765.267578,30.1,24,22/8/2015
30.1,24,56.4448,37.4832,127.024,1.2313,4742.969727,29.7,22.7,22/8/2015
29.7,22.7,75.0924,37.5776,126.938,1.7678,4798.291504,29.4,23.3,22/8/2015
29.4,23.3,146.554,37.6181,127.004,4.7296,4854.930664,29.6,23.9,22/8/2015
29.6,23.9,26.298,37.5507,127.04,0.5721,4759.32959,31,23.4,22/8/2015
31,23.4,21.9668,37.5102,127.086,0.1332,4746.239746,29.7,23.8,22/8/2015
29.7,23.8,15.5876,37.5372,126.891,0.1554,4747.272949,29.4,24.2,22/8/2015
29.4,24.2,17.2956,37.5237,126.909,0.2223,4742.92041,30.3,24.3,22/8/2015
30.3,24.3,19.5844,37.5237,126.97,0.2713,4754.673828,27.2,19.4,22/8/2015
27.2,19.4,212.335,37.6046,126.991,2.785,4879.562012,31.2,19.4,23/8/2015
31.2,19.4,44.7624,37.6046,127.032,0.5141,4731.177734,30.6,21.4,23/8/2015
30.6,21.4,33.3068,37.5776,127.058,0.2661,4726.055176,30.8,21.2,23/8/2015
30.8,21.2,45.716,37.645,127.022,2.5348,4716.294434,30.7,20.8,23/8/2015
30.7,20.8,35.038,37.5507,127.135,0.5055,4714.05957,31.7,22.2,23/8/2015
31.7,22.2,54.6384,37.5102,127.042,0.1457,4727.685547,31,23.2,23/8/2015
31,23.2,12.37,37.5776,126.838,0.0985,4708.046387,30.3,21.9,23/8/2015
30.3,21.9,52.518,37.4697,126.91,1.5629,4708.868164,30.8,21.5,23/8/2015
30.8,21.5,50.9312,37.4967,126.826,0.4125,4738.598145,31.5,19.7,23/8/2015
31.5,19.7,208.507,37.4562,126.955,5.1782,4654.749023,31.3,21.9,23/8/2015
31.3,21.9,28.7,37.5372,127.085,0.6233,4732.790039,29.9,20.8,23/8/2015
29.9,20.8,132.118,37.5507,126.988,0.5931,4773.436523,31.6,21.9,23/8/2015
31.6,21.9,59.8324,37.5776,127.083,2.6865,4704.369141,31.3,22,23/8/2015
31.3,22,30.968,37.4967,126.927,0.618,4713.868652,31.2,22.2,23/8/2015
31.2,22.2,30.0464,37.5507,126.937,0.8552,4736.513672,30,19.9,23/8/2015
30,19.9,82.2912,37.4697,126.995,2.2579,4680.25,30.2,18,23/8/2015
30.2,18,53.4712,37.6181,127.099,0.697,4728.781738,33.1,22,23/8/2015
33.1,22,56.4448,37.4832,127.024,1.2313,4706.144531,30.4,21.2,23/8/2015
30.4,21.2,75.0924,37.5776,126.938,1.7678,4762.060059,30.8,21.4,23/8/2015
30.8,21.4,146.554,37.6181,127.004,4.7296,4819.099121,31.3,22.4,23/8/2015
31.3,22.4,26.298,37.5507,127.04,0.5721,4723.027344,31.9,22.3,23/8/2015
31.9,22.3,21.9668,37.5102,127.086,0.1332,4709.788086,31.6,23.2,23/8/2015
31.6,23.2,15.5876,37.5372,126.891,0.1554,4710.883301,31.7,23.5,23/8/2015
31.7,23.5,17.2956,37.5237,126.909,0.2223,4706.453125,32.3,22.6,23/8/2015
32.3,22.6,19.5844,37.5237,126.97,0.2713,4718.366699,26.6,21.9,23/8/2015
26.6,21.9,212.335,37.6046,126.991,2.785,4843.14209,29.7,20.7,24/8/2015
29.7,20.7,44.7624,37.6046,127.032,0.5141,4694.338379,29.7,23,24/8/2015
29.7,23,33.3068,37.5776,127.058,0.2661,4689.235352,30.7,23,24/8/2015
30.7,23,45.716,37.645,127.022,2.5348,4679.124512,29.8,22.9,24/8/2015
29.8,22.9,35.038,37.5507,127.135,0.5055,4677.062012,30.2,24.3,24/8/2015
30.2,24.3,54.6384,37.5102,127.042,0.1457,4690.65625,30,24.7,24/8/2015
30,24.7,12.37,37.5776,126.838,0.0985,4671.15918,30.2,24.4,24/8/2015
30.2,24.4,52.518,37.4697,126.91,1.5629,4671.646484,30.4,24.2,24/8/2015
30.4,24.2,50.9312,37.4967,126.826,0.4125,4701.743164,29.6,20.6,24/8/2015
29.6,20.6,208.507,37.4562,126.955,5.1782,4615.589355,30.3,24,24/8/2015
30.3,24,28.7,37.5372,127.085,0.6233,4696.113281,28.1,22.3,24/8/2015
28.1,22.3,132.118,37.5507,126.988,0.5931,4736.23584,30.2,23.6,24/8/2015
30.2,23.6,59.8324,37.5776,127.083,2.6865,4667.118164,30.1,23.9,24/8/2015
30.1,23.9,30.968,37.4967,126.927,0.618,4676.905273,30.1,23.8,24/8/2015
30.1,23.8,30.0464,37.5507,126.937,0.8552,4699.857422,30.1,21.1,24/8/2015
30.1,21.1,82.2912,37.4697,126.995,2.2579,4642.440918,29.2,19.5,24/8/2015
29.2,19.5,53.4712,37.6181,127.099,0.697,4691.812988,31.8,24.3,24/8/2015
31.8,24.3,56.4448,37.4832,127.024,1.2313,4668.837402,29.7,23.7,24/8/2015
29.7,23.7,75.0924,37.5776,126.938,1.7678,4725.34082,30.1,23.2,24/8/2015
30.1,23.2,146.554,37.6181,127.004,4.7296,4782.768555,30.2,24.1,24/8/2015
30.2,24.1,26.298,37.5507,127.04,0.5721,4686.240234,31.2,24.1,24/8/2015
31.2,24.1,21.9668,37.5102,127.086,0.1332,4672.853027,31.1,25.1,24/8/2015
31.1,25.1,15.5876,37.5372,126.891,0.1554,4674.009766,30.9,25,24/8/2015
30.9,25,17.2956,37.5237,126.909,0.2223,4669.50293,30.6,24.6,24/8/2015
30.6,24.6,19.5844,37.5237,126.97,0.2713,4681.574219,22.2,17.5,24/8/2015
22.2,17.5,212.335,37.6046,126.991,2.785,4806.717773,24.7,19,25/8/2015
24.7,19,44.7624,37.6046,127.032,0.5141,4657.507813,24.8,19.6,25/8/2015
24.8,19.6,33.3068,37.5776,127.058,0.2661,4652.430664,25.4,20.1,25/8/2015
25.4,20.1,45.716,37.645,127.022,2.5348,4642.163574,24.7,19.5,25/8/2015
24.7,19.5,35.038,37.5507,127.135,0.5055,4640.095215,25.2,20.4,25/8/2015
25.2,20.4,54.6384,37.5102,127.042,0.1457,4653.651855,25.5,19.7,25/8/2015
25.5,19.7,12.37,37.5776,126.838,0.0985,4634.287598,25.5,20.8,25/8/2015
25.5,20.8,52.518,37.4697,126.91,1.5629,4634.48291,25.3,19.7,25/8/2015
25.3,19.7,50.9312,37.4967,126.826,0.4125,4664.901367,24.4,19.4,25/8/2015
24.4,19.4,208.507,37.4562,126.955,5.1782,4576.546387,25.2,20.4,25/8/2015
25.2,20.4,28.7,37.5372,127.085,0.6233,4659.455078,23.3,18.9,25/8/2015
23.3,18.9,132.118,37.5507,126.988,0.5931,4699.08252,25.2,20.3,25/8/2015
25.2,20.3,59.8324,37.5776,127.083,2.6865,4629.953613,25.2,20.6,25/8/2015
25.2,20.6,30.968,37.4967,126.927,0.618,4639.975098,24.6,19.6,25/8/2015
24.6,19.6,30.0464,37.5507,126.937,0.8552,4663.227539,24.1,19.7,25/8/2015
24.1,19.7,82.2912,37.4697,126.995,2.2579,4604.654785,24.7,18.9,25/8/2015
24.7,18.9,53.4712,37.6181,127.099,0.697,4654.882813,25.5,20.4,25/8/2015
25.5,20.4,56.4448,37.4832,127.024,1.2313,4631.540039,24.4,18.6,25/8/2015
24.4,18.6,75.0924,37.5776,126.938,1.7678,4688.676758,25.4,20.3,25/8/2015
25.4,20.3,146.554,37.6181,127.004,4.7296,4746.358887,25,20.1,25/8/2015
25,20.1,26.298,37.5507,127.04,0.5721,4649.458496,25.4,20.6,25/8/2015
25.4,20.6,21.9668,37.5102,127.086,0.1332,4635.936523,25.8,20.2,25/8/2015
25.8,20.2,15.5876,37.5372,126.891,0.1554,4637.148926,25.7,20.8,25/8/2015
25.7,20.8,17.2956,37.5237,126.909,0.2223,4632.57373,25.5,20.7,25/8/2015
25.5,20.7,19.5844,37.5237,126.97,0.2713,4644.800781,21.4,17.6,25/8/2015
21.4,17.6,212.335,37.6046,126.991,2.785,4769.281738,24,19.2,26/8/2015
24,19.2,44.7624,37.6046,127.032,0.5141,4619.683594,25,19.8,26/8/2015
25,19.8,33.3068,37.5776,127.058,0.2661,4614.626465,25,20.3,26/8/2015
25,20.3,45.716,37.645,127.022,2.5348,4604.255371,25.6,19.7,26/8/2015
25.6,19.7,35.038,37.5507,127.135,0.5055,4602.118164,25.1,20.4,26/8/2015
25.1,20.4,54.6384,37.5102,127.042,0.1457,4615.641113,24.6,19.8,26/8/2015
24.6,19.8,12.37,37.5776,126.838,0.0985,4596.420898,24.8,19.3,26/8/2015
24.8,19.3,52.518,37.4697,126.91,1.5629,4596.28418,24.6,19.4,26/8/2015
24.6,19.4,50.9312,37.4967,126.826,0.4125,4627.060547,24.1,18,26/8/2015
24.1,18,208.507,37.4562,126.955,5.1782,4536.443359,25.6,20.2,26/8/2015
25.6,20.2,28.7,37.5372,127.085,0.6233,4621.790527,22.9,18.2,26/8/2015
22.9,18.2,132.118,37.5507,126.988,0.5931,4660.893066,25,20.2,26/8/2015
25,20.2,59.8324,37.5776,127.083,2.6865,4591.726563,25,19.4,26/8/2015
25,19.4,30.968,37.4967,126.927,0.618,4602.03125,24.1,19,26/8/2015
24.1,19,30.0464,37.5507,126.937,0.8552,4625.583008,23.9,18.7,26/8/2015
23.9,18.7,82.2912,37.4697,126.995,2.2579,4565.883301,25.6,18.2,26/8/2015
25.6,18.2,53.4712,37.6181,127.099,0.697,4616.930664,26.1,20.2,26/8/2015
26.1,20.2,56.4448,37.4832,127.024,1.2313,4593.259277,24.9,18.4,26/8/2015
24.9,18.4,75.0924,37.5776,126.938,1.7678,4650.964355,24.7,20.7,26/8/2015
24.7,20.7,146.554,37.6181,127.004,4.7296,4709.024414,24.7,20.2,26/8/2015
24.7,20.2,26.298,37.5507,127.04,0.5721,4611.688965,24.9,20.6,26/8/2015
24.9,20.6,21.9668,37.5102,127.086,0.1332,4598.021973,25.3,19.9,26/8/2015
25.3,19.9,15.5876,37.5372,126.891,0.1554,4599.294922,25.3,20.1,26/8/2015
25.3,20.1,17.2956,37.5237,126.909,0.2223,4594.64502,25.2,20.1,26/8/2015
25.2,20.1,19.5844,37.5237,126.97,0.2713,4607.025879,26.3,18.4,26/8/2015
26.3,18.4,212.335,37.6046,126.991,2.785,4731.345215,28.9,20.4,27/8/2015
28.9,20.4,44.7624,37.6046,127.032,0.5141,4581.376465,29.3,21.6,27/8/2015
29.3,21.6,33.3068,37.5776,127.058,0.2661,4576.340332,29.6,22,27/8/2015
29.6,22,45.716,37.645,127.022,2.5348,4565.983887,29.9,22,27/8/2015
29.9,22,35.038,37.5507,127.135,0.5055,4563.660156,29.7,22.6,27/8/2015
29.7,22.6,54.6384,37.5102,127.042,0.1457,4577.148926,28.8,21.5,27/8/2015
28.8,21.5,12.37,37.5776,126.838,0.0985,4558.074707,29.2,21.6,27/8/2015
29.2,21.6,52.518,37.4697,126.91,1.5629,4557.605957,29.6,21.3,27/8/2015
29.6,21.3,50.9312,37.4967,126.826,0.4125,4588.736816,29.4,20.1,27/8/2015
29.4,20.1,208.507,37.4562,126.955,5.1782,4495.878418,29.7,22.7,27/8/2015
29.7,22.7,28.7,37.5372,127.085,0.6233,4583.642578,29.2,19.8,27/8/2015
29.2,19.8,132.118,37.5507,126.988,0.5931,4622.216797,29.7,22.4,27/8/2015
29.7,22.4,59.8324,37.5776,127.083,2.6865,4553.02002,29.7,22.3,27/8/2015
29.7,22.3,30.968,37.4967,126.927,0.618,4563.606934,29,21.2,27/8/2015
29,21.2,30.0464,37.5507,126.937,0.8552,4587.453613,28.4,21.2,27/8/2015
28.4,21.2,82.2912,37.4697,126.995,2.2579,4526.640625,29.1,19.4,27/8/2015
29.1,19.4,53.4712,37.6181,127.099,0.697,4578.495605,30.2,22.5,27/8/2015
30.2,22.5,56.4448,37.4832,127.024,1.2313,4554.502441,29.8,20.3,27/8/2015
29.8,20.3,75.0924,37.5776,126.938,1.7678,4612.763672,29.8,21.9,27/8/2015
29.8,21.9,146.554,37.6181,127.004,4.7296,4671.199707,29.5,22.1,27/8/2015
29.5,22.1,26.298,37.5507,127.04,0.5721,4573.437012,30,22.6,27/8/2015
30,22.6,21.9668,37.5102,127.086,0.1332,4559.627441,30.8,22.2,27/8/2015
30.8,22.2,15.5876,37.5372,126.891,0.1554,4560.960938,30.4,22.3,27/8/2015
30.4,22.3,17.2956,37.5237,126.909,0.2223,4556.236816,29.7,22.4,27/8/2015
29.7,22.4,19.5844,37.5237,126.97,0.2713,4568.769043,24.3,18.4,27/8/2015
24.3,18.4,212.335,37.6046,126.991,2.785,4692.945313,26.8,16.8,28/8/2015
26.8,16.8,44.7624,37.6046,127.032,0.5141,4542.624023,26.8,19.1,28/8/2015
26.8,19.1,33.3068,37.5776,127.058,0.2661,4537.609863,28,19.1,28/8/2015
28,19.1,45.716,37.645,127.022,2.5348,4527.242188,27.6,18.4,28/8/2015
27.6,18.4,35.038,37.5507,127.135,0.5055,4524.760742,28.3,20.6,28/8/2015
28.3,20.6,54.6384,37.5102,127.042,0.1457,4538.213867,28,20.9,28/8/2015
28,20.9,12.37,37.5776,126.838,0.0985,4519.286621,27.9,19.7,28/8/2015
27.9,19.7,52.518,37.4697,126.91,1.5629,4518.48877,28.8,19.4,28/8/2015
28.8,19.4,50.9312,37.4967,126.826,0.4125,4549.967285,27.8,17.7,28/8/2015
27.8,17.7,208.507,37.4562,126.955,5.1782,4454.895508,28.9,20.1,28/8/2015
28.9,20.1,28.7,37.5372,127.085,0.6233,4545.04834,25.7,19.1,28/8/2015
25.7,19.1,132.118,37.5507,126.988,0.5931,4583.094727,26.6,19.8,28/8/2015
26.6,19.8,59.8324,37.5776,127.083,2.6865,4513.875488,28.6,20.3,28/8/2015
28.6,20.3,30.968,37.4967,126.927,0.618,4524.740723,29,20.2,28/8/2015
29,20.2,30.0464,37.5507,126.937,0.8552,4548.87793,25.9,17.7,28/8/2015
25.9,17.7,82.2912,37.4697,126.995,2.2579,4486.966309,26.6,15.4,28/8/2015
26.6,15.4,53.4712,37.6181,127.099,0.697,4539.616699,29.4,19.6,28/8/2015
29.4,19.6,56.4448,37.4832,127.024,1.2313,4515.307129,27,19.5,28/8/2015
27,19.5,75.0924,37.5776,126.938,1.7678,4574.11377,27.3,19.4,28/8/2015
27.3,19.4,146.554,37.6181,127.004,4.7296,4632.916992,27.8,20.8,28/8/2015
27.8,20.8,26.298,37.5507,127.04,0.5721,4534.740723,27.1,20.5,28/8/2015
27.1,20.5,21.9668,37.5102,127.086,0.1332,4520.791504,28.8,21.6,28/8/2015
28.8,21.6,15.5876,37.5372,126.891,0.1554,4522.18457,28,21.9,28/8/2015
28,21.9,17.2956,37.5237,126.909,0.2223,4517.387207,28.2,20.6,28/8/2015
28.2,20.6,19.5844,37.5237,126.97,0.2713,4530.068848,25.4,17.8,28/8/2015
25.4,17.8,212.335,37.6046,126.991,2.785,4654.086426,29.5,17.2,29/8/2015
29.5,17.2,44.7624,37.6046,127.032,0.5141,4503.431641,28.9,19,29/8/2015
28.9,19,33.3068,37.5776,127.058,0.2661,4498.439941,29.7,19.2,29/8/2015
29.7,19.2,45.716,37.645,127.022,2.5348,4488.11084,29,19,29/8/2015
29,19,35.038,37.5507,127.135,0.5055,4485.424805,29.6,20.1,29/8/2015
29.6,20.1,54.6384,37.5102,127.042,0.1457,4498.840332,29.6,21.7,29/8/2015
29.6,21.7,12.37,37.5776,126.838,0.0985,4480.061523,29.3,19.7,29/8/2015
29.3,19.7,52.518,37.4697,126.91,1.5629,4478.937012,29.7,19.3,29/8/2015
29.7,19.3,50.9312,37.4967,126.826,0.4125,4510.756836,28.7,17.9,29/8/2015
28.7,17.9,208.507,37.4562,126.955,5.1782,4413.5,30.5,19.7,29/8/2015
30.5,19.7,28.7,37.5372,127.085,0.6233,4506.012207,30.2,19,29/8/2015
30.2,19,132.118,37.5507,126.988,0.5931,4543.530273,29.3,19.5,29/8/2015
29.3,19.5,59.8324,37.5776,127.083,2.6865,4474.297363,30.6,19.8,29/8/2015
30.6,19.8,30.968,37.4967,126.927,0.618,4485.4375,30.4,19.9,29/8/2015
30.4,19.9,30.0464,37.5507,126.937,0.8552,4509.859375,28.8,18,29/8/2015
28.8,18,82.2912,37.4697,126.995,2.2579,4446.865723,28.9,16.5,29/8/2015
28.9,16.5,53.4712,37.6181,127.099,0.697,4500.299316,30.6,19.9,29/8/2015
30.6,19.9,56.4448,37.4832,127.024,1.2313,4475.678711,30.7,19.4,29/8/2015
30.7,19.4,75.0924,37.5776,126.938,1.7678,4535.02002,29.1,19.2,29/8/2015
29.1,19.2,146.554,37.6181,127.004,4.7296,4594.163086,29.5,20.4,29/8/2015
29.5,20.4,26.298,37.5507,127.04,0.5721,4495.60498,30.6,20.5,29/8/2015
30.6,20.5,21.9668,37.5102,127.086,0.1332,4481.518555,31,21,29/8/2015
31,21,15.5876,37.5372,126.891,0.1554,4482.970215,30.9,21.7,29/8/2015
30.9,21.7,17.2956,37.5237,126.909,0.2223,4478.101074,30.3,20.3,29/8/2015
30.3,20.3,19.5844,37.5237,126.97,0.2713,4490.929199,27.5,19.5,29/8/2015
27.5,19.5,212.335,37.6046,126.991,2.785,4614.76123,30.4,18.1,30/8/2015
30.4,18.1,44.7624,37.6046,127.032,0.5141,4463.794434,30,20.4,30/8/2015
30,20.4,33.3068,37.5776,127.058,0.2661,4458.824707,30.6,20.6,30/8/2015
30.6,20.6,45.716,37.645,127.022,2.5348,4448.519043,29.9,19.8,30/8/2015
29.9,19.8,35.038,37.5507,127.135,0.5055,4445.645996,29.8,21.6,30/8/2015
29.8,21.6,54.6384,37.5102,127.042,0.1457,4459.023438,29.3,21.6,30/8/2015
29.3,21.6,12.37,37.5776,126.838,0.0985,4440.394043,30.2,21,30/8/2015
30.2,21,52.518,37.4697,126.91,1.5629,4438.943848,29.1,20.4,30/8/2015
29.1,20.4,50.9312,37.4967,126.826,0.4125,4471.100586,29.4,18.4,30/8/2015
29.4,18.4,208.507,37.4562,126.955,5.1782,4371.68457,30.2,20.9,30/8/2015
30.2,20.9,28.7,37.5372,127.085,0.6233,4466.529297,29.6,20.1,30/8/2015
29.6,20.1,132.118,37.5507,126.988,0.5931,4503.517578,30.3,21,30/8/2015
30.3,21,59.8324,37.5776,127.083,2.6865,4434.277832,30.2,21.4,30/8/2015
30.2,21.4,30.968,37.4967,126.927,0.618,4445.691406,30.3,21.4,30/8/2015
30.3,21.4,30.0464,37.5507,126.937,0.8552,4470.393066,28.2,19,30/8/2015
28.2,19,82.2912,37.4697,126.995,2.2579,4406.334473,29.2,16.5,30/8/2015
29.2,16.5,53.4712,37.6181,127.099,0.697,4460.537109,30.5,21.4,30/8/2015
30.5,21.4,56.4448,37.4832,127.024,1.2313,4435.611816,30.9,19.9,30/8/2015
30.9,19.9,75.0924,37.5776,126.938,1.7678,4495.473633,30,20.5,30/8/2015
30,20.5,146.554,37.6181,127.004,4.7296,4554.965332,29.7,21.4,30/8/2015
29.7,21.4,26.298,37.5507,127.04,0.5721,4456.024414,30.7,21.5,30/8/2015
30.7,21.5,21.9668,37.5102,127.086,0.1332,4441.803711,31,21.6,30/8/2015
31,21.6,15.5876,37.5372,126.891,0.1554,4443.313965,29.9,22.5,30/8/2015
29.9,22.5,17.2956,37.5237,126.909,0.2223,4438.373535,30,21.5,30/8/2015
30,21.5,19.5844,37.5237,126.97,0.2713,4451.345215,23.8,20.5,30/8/2015
23.8,20.5,212.335,37.6046,126.991,2.785,5987.71875,27,22.5,30/6/2016
27,22.5,44.7624,37.6046,127.032,0.5141,5863.956055,27.4,22.5,30/6/2016
27.4,22.5,33.3068,37.5776,127.058,0.2661,5858.20166,27.3,23.3,30/6/2016
27.3,23.3,45.716,37.645,127.022,2.5348,5851.575195,27.5,22.4,30/6/2016
27.5,22.4,35.038,37.5507,127.135,0.5055,5854.146973,27.6,22.9,30/6/2016
27.6,22.9,54.6384,37.5102,127.042,0.1457,5868.374512,26.5,22.8,30/6/2016
26.5,22.8,12.37,37.5776,126.838,0.0985,5843.853516,26.6,22.3,30/6/2016
26.6,22.3,52.518,37.4697,126.91,1.5629,5858.525879,27.5,22.4,30/6/2016
27.5,22.4,50.9312,37.4967,126.826,0.4125,5871.54541,26,21.4,30/6/2016
26,21.4,208.507,37.4562,126.955,5.1782,5887.616211,27,21.9,30/6/2016
27,21.9,28.7,37.5372,127.085,0.6233,5858.687012,26.9,21.2,30/6/2016
26.9,21.2,132.118,37.5507,126.988,0.5931,5918.901367,27.6,23.1,30/6/2016
27.6,23.1,59.8324,37.5776,127.083,2.6865,5855.550293,27.1,22.2,30/6/2016
27.1,22.2,30.968,37.4967,126.927,0.618,5852.552734,27.9,22.3,30/6/2016
27.9,22.3,30.0464,37.5507,126.937,0.8552,5861.348633,26.6,21.5,30/6/2016
26.6,21.5,82.2912,37.4697,126.995,2.2579,5855.75293,27.4,21.9,30/6/2016
27.4,21.9,53.4712,37.6181,127.099,0.697,5866.985352,28.6,22.9,30/6/2016
28.6,22.9,56.4448,37.4832,127.024,1.2313,5859.464355,26.4,22.3,30/6/2016
26.4,22.3,75.0924,37.5776,126.938,1.7678,5888.26709,26.5,22.5,30/6/2016
26.5,22.5,146.554,37.6181,127.004,4.7296,5926.908691,27.3,22.6,30/6/2016
27.3,22.6,26.298,37.5507,127.04,0.5721,5853.975098,27.7,23.2,30/6/2016
27.7,23.2,21.9668,37.5102,127.086,0.1332,5847.513184,27.1,23.2,30/6/2016
27.1,23.2,15.5876,37.5372,126.891,0.1554,5846.012695,26.8,23,30/6/2016
26.8,23,17.2956,37.5237,126.909,0.2223,5844.961914,27.2,22.8,30/6/2016
27.2,22.8,19.5844,37.5237,126.97,0.2713,5849.743164,23.8,20.9,30/6/2016
23.8,20.9,212.335,37.6046,126.991,2.785,5981.979492,26.1,22.2,1/7/2016
26.1,22.2,44.7624,37.6046,127.032,0.5141,5858.019043,27.3,22.6,1/7/2016
