Present_Tmax,Present_Tmin,lat,lon,DEM,Slope,Solar_radiation,Act_Next_Tmax,Act_Next_Tmin
28,20.2,37.5776,126.938,75.0924,1.7678,5692.742676,28.5,20.8
28.5,20.8,37.6181,127.004,146.554,4.7296,5735.703613,28.1,21.1
28.1,21.1,37.5507,127.04,26.298,0.5721,5657.239258,27.3,19
27.3,19,37.5102,127.086,21.9668,0.1332,5649.235352,29.5,21.4
29.5,21.4,37.5372,126.891,15.5876,0.1554,5648.304688,29.2,21.6
29.2,21.6,37.5237,126.909,17.2956,0.2223,5646.496582,29.1,21.2
29.1,21.2,37.5237,126.97,19.5844,0.2713,5652.883301,26.8,22.6
26.8,22.6,37.6046,126.991,212.335,2.785,5780.611328,30,21.7
30,21.7,37.6046,127.032,44.7624,0.5141,5650.245605,29.2,23.3
29.2,23.3,37.5776,127.058,33.3068,0.2661,5644.621582,29.7,23.5
29.7,23.5,37.645,127.022,45.716,2.5348,5637.466309,29.4,23.7
29.4,23.7,37.5507,127.135,35.038,0.5055,5638.637207,29.3,24.5
29.3,24.5,37.5102,127.042,54.6384,0.1457,5652.810547,29.7,24.9
29.7,24.9,37.5776,126.838,12.37,0.0985,5629.313965,30.2,24.6
30.2,24.6,37.4697,126.91,52.518,1.5629,5640.737305,31,24.5
31,24.5,37.4967,126.826,50.9312,0.4125,5657.855469,29.4,21.5
29.4,21.5,37.4562,126.955,208.507,5.1782,5650.036621,29,24.4
29,24.4,37.5372,127.085,28.7,0.6233,5646.600098,29.5,22.9
29.5,22.9,37.5507,126.988,132.118,0.5931,5702.487793,29.8,24.2
29.8,24.2,37.5776,127.083,59.8324,2.6865,5637.350098,30.4,24.3
30.4,24.3,37.4967,126.927,30.968,0.618,5637.367676,30.6,24.5
30.6,24.5,37.5507,126.937,30.0464,0.8552,5649.52832,28.7,22.1
28.7,22.1,37.4697,126.995,82.2912,2.2579,5631.779297,29,20.8
29,20.8,37.6181,127.099,53.4712,0.697,5651.999512,31.4,24.8
31.4,24.8,37.4832,127.024,56.4448,1.2313,5640.830566,29.9,24.1
29.9,24.1,37.5776,126.938,75.0924,1.7678,5676.257813,30.2,23.9
30.2,23.9,37.6181,127.004,146.554,4.7296,5719.555664,29.2,24.5
29.2,24.5,37.5507,127.04,26.298,0.5721,5640.659668,28,22.6
28,22.6,37.5102,127.086,21.9668,0.1332,5632.53418,30.7,25.4
30.7,25.4,37.5372,126.891,15.5876,0.1554,5631.648926,30.3,25.4
30.3,25.4,37.5237,126.909,17.2956,0.2223,5629.780762,29.8,24.8
29.8,24.8,37.5237,126.97,19.5844,0.2713,5636.294434,26.6,21.6
26.6,21.6,37.6046,126.991,212.335,2.785,5763.888672,27.8,22.5
27.8,22.5,37.6046,127.032,44.7624,0.5141,5633.040527,28.8,23.2
28.8,23.2,37.5776,127.058,33.3068,0.2661,5627.421875,28.9,22.9
28.9,22.9,37.645,127.022,45.716,2.5348,5620.059082,29,23.6
29,23.6,37.5507,127.135,35.038,0.5055,5621.290039,29.4,24.5
29.4,24.5,37.5102,127.042,54.6384,0.1457,5635.460449,29.1,23.4
29.1,23.4,37.5776,126.838,12.37,0.0985,5612.043945,29.2,24.1
29.2,24.1,37.4697,126.91,52.518,1.5629,5623.22168,29.3,23.3
29.3,23.3,37.4967,126.826,50.9312,0.4125,5640.645996,29,23.9
29,23.9,37.4562,126.955,208.507,5.1782,5631.025391,29.7,24.3
29.7,24.3,37.5372,127.085,28.7,0.6233,5629.513672,27.2,22.5
27.2,22.5,37.5507,126.988,132.118,0.5931,5685.068848,29.6,23.9
29.6,23.9,37.5776,127.083,59.8324,2.6865,5619.804688,29,24.1
29,24.1,37.4967,126.927,30.968,0.618,5620.047852,28.8,23.7
28.8,23.7,37.5507,126.937,30.0464,0.8552,5632.461914,28.2,23.6
28.2,23.6,37.4697,126.995,82.2912,2.2579,5613.794922,29.1,22.8
29.1,22.8,37.6181,127.099,53.4712,0.697,5634.69043,30.9,24.7
30.9,24.7,37.4832,127.024,56.4448,1.2313,5623.249023,29.1,23.4
29.1,23.4,37.5776,126.938,75.0924,1.7678,5659.175293,29.4,23.5
29.4,23.5,37.6181,127.004,146.554,4.7296,5702.817383,29.1,23.7
29.1,23.7,37.5507,127.04,26.298,0.5721,5623.480469,29.3,22.7
29.3,22.7,37.5102,127.086,21.9668,0.1332,5615.230469,30.4,24.2
30.4,24.2,37.5372,126.891,15.5876,0.1554,5614.391113,29.6,24
29.6,24,37.5237,126.909,17.2956,0.2223,5612.461426,29.7,24.1
29.7,24.1,37.5237,126.97,19.5844,0.2713,5619.105957,28.3,22.8
28.3,22.8,37.6046,126.991,212.335,2.785,5746.562988,31.4,23.5
31.4,23.5,37.6046,127.032,44.7624,0.5141,5615.219727,31.3,25.1
31.3,25.1,37.5776,127.058,33.3068,0.2661,5609.610352,32,25.1
32,25.1,37.645,127.022,45.716,2.5348,5602.210449,31.1,25.1
31.1,25.1,37.5507,127.135,35.038,0.5055,5603.330078,31.2,26.2
31.2,26.2,37.5102,127.042,54.6384,0.1457,5617.494141,30.7,24.9
30.7,24.9,37.5776,126.838,12.37,0.0985,5594.15918,31.1,24.9
31.1,24.9,37.4697,126.91,52.518,1.5629,5605.083984,31.6,24.3
31.6,24.3,37.4967,126.826,50.9312,0.4125,5622.824219,30.4,23.3
30.4,23.3,37.4562,126.955,208.507,5.1782,5611.352539,32.2,25.8
32.2,25.8,37.5372,127.085,28.7,0.6233,5611.817383,30,23.9
30,23.9,37.5507,126.988,132.118,0.5931,5667.030273,31.9,25.7
31.9,25.7,37.5776,127.083,59.8324,2.6865,5601.636719,31.2,24.6
31.2,24.6,37.4967,126.927,30.968,0.618,5602.112793,32.4,24.8
32.4,24.8,37.5507,126.937,30.0464,0.8552,5614.786621,30.1,23.6
30.1,23.6,37.4697,126.995,82.2912,2.2579,5595.178223,30.2,23.4
30.2,23.4,37.6181,127.099,53.4712,0.697,5616.77002,32.4,25.8
32.4,25.8,37.4832,127.024,56.4448,1.2313,5605.04541,30.1,23.5
30.1,23.5,37.5776,126.938,75.0924,1.7678,5641.482422,31.4,25.2
31.4,25.2,37.6181,127.004,146.554,4.7296,5685.478027,31.1,25.3
31.1,25.3,37.5507,127.04,26.298,0.5721,5605.689453,29.9,24.4
29.9,24.4,37.5102,127.086,21.9668,0.1332,5597.311523,31.9,25.3
31.9,25.3,37.5372,126.891,15.5876,0.1554,5596.52002,31.8,25.6
31.8,25.6,37.5237,126.909,17.2956,0.2223,5594.527344,32,25.5
32,25.5,37.5237,126.97,19.5844,0.2713,5601.305664,27.1,22.6
27.1,22.6,37.6046,126.991,212.335,2.785,5728.64502,30.6,24
30.6,24,37.6046,127.032,44.7624,0.5141,5596.79834,30.3,24.5
30.3,24.5,37.5776,127.058,33.3068,0.2661,5591.194824,30.5,25.3
30.5,25.3,37.645,127.022,45.716,2.5348,5583.532715,30.9,24.9
30.9,24.9,37.5507,127.135,35.038,0.5055,5584.763184,30.9,25.4
30.9,25.4,37.5102,127.042,54.6384,0.1457,5598.921387,31.1,25.1
31.1,25.1,37.5776,126.838,12.37,0.0985,5575.671387,30,24.9
30,24.9,37.4697,126.91,52.518,1.5629,5586.337402,30.5,24.2
30.5,24.2,37.4967,126.826,50.9312,0.4125,5604.399414,29.2,23.1
29.2,23.1,37.4562,126.955,208.507,5.1782,5591.03418,31.3,25.4
31.3,25.4,37.5372,127.085,28.7,0.6233,5593.521973,31.1,23.9
31.1,23.9,37.5507,126.988,132.118,0.5931,5648.383301,32.1,25.3
32.1,25.3,37.5776,127.083,59.8324,2.6865,5582.858887,31.3,24.5
31.3,24.5,37.4967,126.927,30.968,0.618,5583.572754,30.7,24.5
30.7,24.5,37.5507,126.937,30.0464,0.8552,5596.511719,29.7,23.2
29.7,23.2,37.4697,126.995,82.2912,2.2579,5575.939453,29.7,23.4
29.7,23.4,37.6181,127.099,53.4712,0.697,5598.242676,31.9,25.1
31.9,25.1,37.4832,127.024,56.4448,1.2313,5586.230469,30.2,23.5
30.2,23.5,37.5776,126.938,75.0924,1.7678,5623.189941,30.6,25.1
30.6,25.1,37.6181,127.004,146.554,4.7296,5667.54541,30.1,24.6
30.1,24.6,37.5507,127.04,26.298,0.5721,5587.296875,31.3,25.2
31.3,25.2,37.5372,126.891,15.5876,0.1554,5578.04541,31.1,25.1
31.1,25.1,37.5237,126.909,17.2956,0.2223,5575.988281,31.5,25.1
31.5,25.1,37.5237,126.97,19.5844,0.2713,5582.90332,22.8,20
22.8,20,37.6046,126.991,212.335,2.785,5710.657227,24.7,21.9
24.7,21.9,37.6046,127.032,44.7624,0.5141,5578.307617,25,22.3
25,22.3,37.5776,127.058,33.3068,0.2661,5572.717285,25.7,22.3
25.7,22.3,37.645,127.022,45.716,2.5348,5565.044434,25.8,22.8
25.8,22.8,37.5507,127.135,35.038,0.5055,5566.146973,25.7,22.7
25.7,22.7,37.5102,127.042,54.6384,0.1457,5580.291504,25.2,22.8
25.2,22.8,37.5776,126.838,12.37,0.0985,5557.116699,25.5,22.5
25.5,22.5,37.4697,126.91,52.518,1.5629,5567.564453,24.8,23.1
24.8,23.1,37.4967,126.826,50.9312,0.4125,5585.90918,24.7,22.1
24.7,22.1,37.4562,126.955,208.507,5.1782,5570.72168,26,23.1
26,23.1,37.5372,127.085,28.7,0.6233,5575.168457,23.8,20.5
23.8,20.5,37.5507,126.988,132.118,0.5931,5629.704102,25.9,22.8
25.9,22.8,37.5776,127.083,59.8324,2.6865,5564.081543,24.7,21.9
24.7,21.9,37.4967,126.927,30.968,0.618,5564.984375,24.6,21.8
24.6,21.8,37.4697,126.995,82.2912,2.2579,5556.628906,24.8,22.1
24.8,22.1,37.6181,127.099,53.4712,0.697,5579.674805,25.4,23.4
25.4,23.4,37.4832,127.024,56.4448,1.2313,5567.336914,25.5,22.3
25.5,22.3,37.6181,127.004,146.554,4.7296,5649.462891,25.3,22.3
25.3,22.3,37.5507,127.04,26.298,0.5721,5568.829102,25.6,22.9
25.6,22.9,37.5372,126.891,15.5876,0.1554,5559.503418,25.7,22.8
25.7,22.8,37.5237,126.909,17.2956,0.2223,5557.387695,25.7,22.2
25.7,22.2,37.5237,126.97,19.5844,0.2713,5564.44043,23.3,21.9
23.3,21.9,37.6046,126.991,212.335,2.785,5691.504395,25.1,23.5
25.1,23.5,37.6046,127.032,44.7624,0.5141,5558.630371,25.9,23.4
25.9,23.4,37.5776,127.058,33.3068,0.2661,5553.048828,26.3,24
26.3,24,37.645,127.022,45.716,2.5348,5545.169922,26.8,23.5
26.8,23.5,37.5507,127.135,35.038,0.5055,5546.319336,26.7,23.8
26.7,23.8,37.5102,127.042,54.6384,0.1457,5560.45752,26,24.2
26,24.2,37.5776,126.838,12.37,0.0985,5537.37207,26.4,24.3
26.4,24.3,37.4697,126.91,52.518,1.5629,5547.546875,26,23.9
26,23.9,37.4967,126.826,50.9312,0.4125,5566.230469,25.2,23.7
25.2,23.7,37.4562,126.955,208.507,5.1782,5549.060059,26.8,23.9
26.8,23.9,37.5372,127.085,28.7,0.6233,5555.624512,25.5,23
25.5,23,37.5507,126.988,132.118,0.5931,5609.790039,26.6,24.1
26.6,24.1,37.5776,127.083,59.8324,2.6865,5544.030273,26.6,23.9
26.6,23.9,37.4967,126.927,30.968,0.618,5545.18457,25.3,23.3
25.3,23.3,37.4697,126.995,82.2912,2.2579,5536.100586,25.9,23.1
25.9,23.1,37.6181,127.099,53.4712,0.697,5559.888184,27.3,24
27.3,24,37.4832,127.024,56.4448,1.2313,5547.251465,25.6,23.5
25.6,23.5,37.5776,126.938,75.0924,1.7678,5585.334961,26.3,24.3
26.3,24.3,37.6181,127.004,146.554,4.7296,5630.30127,26.2,23.5
26.2,23.5,37.5507,127.04,26.298,0.5721,5549.185059,27,23.8
27,23.8,37.5102,127.086,21.9668,0.1332,5540.42041,26.8,24.3
26.8,24.3,37.5372,126.891,15.5876,0.1554,5539.772949,27,24.3
27,24.3,37.5237,126.909,17.2956,0.2223,5537.589844,27,24.4
27,24.4,37.5237,126.97,19.5844,0.2713,5544.785645,27,21.3
27,21.3,37.6046,126.991,212.335,2.785,5671.775879,28.1,23.3
28.1,23.3,37.6046,127.032,44.7624,0.5141,5538.37207,29.6,23.4
29.6,23.4,37.5776,127.058,33.3068,0.2661,5532.800293,29,23.7
29,23.7,37.645,127.022,45.716,2.5348,5524.827148,29.8,24.1
29.8,24.1,37.5507,127.135,35.038,0.5055,5525.90918,30.4,24.2
30.4,24.2,37.5102,127.042,54.6384,0.1457,5540.038086,28.8,23.3
28.8,23.3,37.5776,126.838,12.37,0.0985,5517.044434,29.9,23.6
29.9,23.6,37.4697,126.91,52.518,1.5629,5526.942383,30.5,23.3
30.5,23.3,37.4967,126.826,50.9312,0.4125,5545.96875,30,23.6
30,23.6,37.4562,126.955,208.507,5.1782,5526.780762,30.6,24.1
30.6,24.1,37.5372,127.085,28.7,0.6233,5535.501465,28.8,22.5
28.8,22.5,37.5507,126.988,132.118,0.5931,5589.288574,29.9,23.9
29.9,23.9,37.5776,127.083,59.8324,2.6865,5523.393066,31.1,23.4
31.1,23.4,37.4967,126.927,30.968,0.618,5524.800781,30,23.5
30,23.5,37.4697,126.995,82.2912,2.2579,5514.975098,30,23.6
30,23.6,37.6181,127.099,53.4712,0.697,5539.519531,31,24.2
31,24.2,37.4832,127.024,56.4448,1.2313,5526.574707,29.7,23
29.7,23,37.5776,126.938,75.0924,1.7678,5565.212402,29.1,23.8
29.1,23.8,37.6181,127.004,146.554,4.7296,5610.561035,30,23.6
30,23.6,37.5507,127.04,26.298,0.5721,5528.958984,29.9,24.2
29.9,24.2,37.5102,127.086,21.9668,0.1332,5520.055176,30.2,23.6
30.2,23.6,37.5372,126.891,15.5876,0.1554,5519.459961,30.1,23.7
30.1,23.7,37.5237,126.909,17.2956,0.2223,5517.208008,30.4,23.7
30.4,23.7,37.5237,126.97,19.5844,0.2713,5524.548828,26,21.7
26,21.7,37.6046,126.991,212.335,2.785,5651.470703,29.4,22.8
29.4,22.8,37.6046,127.032,44.7624,0.5141,5517.529297,29,23.9
29,23.9,37.5776,127.058,33.3068,0.2661,5511.967773,29.2,23.8
29.2,23.8,37.645,127.022,45.716,2.5348,5504.035156,29,24
29,24,37.5507,127.135,35.038,0.5055,5504.912598,29.4,25
29.4,25,37.5102,127.042,54.6384,0.1457,5519.032715,28.7,24.2
28.7,24.2,37.5776,126.838,12.37,0.0985,5496.132813,28.5,24.3
28.5,24.3,37.4697,126.91,52.518,1.5629,5505.75,29.2,24
29.2,24,37.4967,126.826,50.9312,0.4125,5525.123047,28,22.9
28,22.9,37.4562,126.955,208.507,5.1782,5503.885742,29.7,24.6
29.7,24.6,37.5372,127.085,28.7,0.6233,5514.796875,29.4,23
29.4,23,37.5507,126.988,132.118,0.5931,5568.199219,29.6,24.6
29.6,24.6,37.5776,127.083,59.8324,2.6865,5502.168457,29.3,24.1
29.3,24.1,37.4967,126.927,30.968,0.618,5503.832031,29.1,23.8
29.1,23.8,37.5507,126.937,30.0464,0.8552,5517.881836,28.9,23
28.9,23,37.4697,126.995,82.2912,2.2579,5493.250488,29.2,23
29.2,23,37.6181,127.099,53.4712,0.697,5518.56543,30.2,25
30.2,25,37.4832,127.024,56.4448,1.2313,5505.307129,29.2,23.3
29.2,23.3,37.5776,126.938,75.0924,1.7678,5544.510254,29.1,24
29.1,24,37.6181,127.004,146.554,4.7296,5590.241211,28.7,24.3
28.7,24.3,37.5507,127.04,26.298,0.5721,5508.149414,29.8,24.9
29.8,24.9,37.5102,127.086,21.9668,0.1332,5499.104492,29.6,24.4
29.6,24.4,37.5372,126.891,15.5876,0.1554,5498.5625,29.2,24.6
29.2,24.6,37.5237,126.909,17.2956,0.2223,5496.240723,29.7,24.8
29.7,24.8,37.5237,126.97,19.5844,0.2713,5503.729492,28.2,21.8
28.2,21.8,37.6046,126.991,212.335,2.785,5630.507813,31.5,24.1
31.5,24.1,37.6046,127.032,44.7624,0.5141,5496.020508,31.3,24.7
31.3,24.7,37.5776,127.058,33.3068,0.2661,5490.469727,32.5,24.8
32.5,24.8,37.645,127.022,45.716,2.5348,5482.38916,32,25
32,25,37.5507,127.135,35.038,0.5055,5483.246094,31.5,25.3
31.5,25.3,37.5102,127.042,54.6384,0.1457,5497.357422,31.1,24.2
31.1,24.2,37.5776,126.838,12.37,0.0985,5474.554199,30.5,24.2
30.5,24.2,37.4697,126.91,52.518,1.5629,5483.880859,31.6,24.2
31.6,24.2,37.4967,126.826,50.9312,0.4125,5503.611816,29.7,23.5
29.7,23.5,37.4562,126.955,208.507,5.1782,5480.276367,31.5,25.5
31.5,25.5,37.5372,127.085,28.7,0.6233,5493.429199,31.4,23
31.4,23,37.5507,126.988,132.118,0.5931,5546.43457,32,25.3
32,25.3,37.5776,127.083,59.8324,2.6865,5480.263184,31,24.1
31,24.1,37.4967,126.927,30.968,0.618,5482.193848,30.8,24.1
30.8,24.1,37.5507,126.937,30.0464,0.8552,5496.536133,30.6,23.3
30.6,23.3,37.4697,126.995,82.2912,2.2579,5470.84375,31.7,24.2
31.7,24.2,37.6181,127.099,53.4712,0.697,5496.940918,32.4,25.1
32.4,25.1,37.4832,127.024,56.4448,1.2313,5483.366699,31.2,23.6
31.2,23.6,37.5776,126.938,75.0924,1.7678,5523.139648,31.6,24.8
31.6,24.8,37.6181,127.004,146.554,4.7296,5569.274902,31,24.7
31,24.7,37.5507,127.04,26.298,0.5721,5486.67627,32.2,25.3
32.2,25.3,37.5102,127.086,21.9668,0.1332,5477.486816,31.6,24.7
31.6,24.7,37.5372,126.891,15.5876,0.1554,5476.999023,30.8,24.7
30.8,24.7,37.5237,126.909,17.2956,0.2223,5474.605957,31.2,24.9
31.2,24.9,37.5237,126.97,19.5844,0.2713,5482.245117,25.9,22.7
25.9,22.7,37.6046,126.991,212.335,2.785,5608.969238,28.2,24.2
28.2,24.2,37.6046,127.032,44.7624,0.5141,5473.931152,28.9,24.8
28.9,24.8,37.5776,127.058,33.3068,0.2661,5468.39209,29.4,25.5
29.4,25.5,37.645,127.022,45.716,2.5348,5460.290039,29,25
29,25,37.5507,127.135,35.038,0.5055,5460.998047,29.5,25.2
29.5,25.2,37.5102,127.042,54.6384,0.1457,5475.100098,29.3,24.9
29.3,24.9,37.5776,126.838,12.37,0.0985,5452.395508,29.1,24.3
29.1,24.3,37.4697,126.91,52.518,1.5629,5461.428711,29.3,24.2
29.3,24.2,37.4967,126.826,50.9312,0.4125,5481.52002,28.1,24.1
28.1,24.1,37.4562,126.955,208.507,5.1782,5456.057617,29.1,25
29.1,25,37.5372,127.085,28.7,0.6233,5471.484375,27.6,23.6
27.6,23.6,37.5507,126.988,132.118,0.5931,5524.085938,29.1,25.3
29.1,25.3,37.5776,127.083,59.8324,2.6865,5457.776367,29.1,24.3
29.1,24.3,37.4967,126.927,30.968,0.618,5459.974609,28.6,24.6
28.6,24.6,37.5507,126.937,30.0464,0.8552,5474.61377,28.2,23.9
28.2,23.9,37.4697,126.995,82.2912,2.2579,5447.843262,28,24.5
28,24.5,37.6181,127.099,53.4712,0.697,5474.735352,29.5,25.3
29.5,25.3,37.4832,127.024,56.4448,1.2313,5460.839355,28.3,24.5
28.3,24.5,37.5776,126.938,75.0924,1.7678,5501.192383,29.1,25.5
29.1,25.5,37.6181,127.004,146.554,4.7296,5547.700195,28.7,24.7
28.7,24.7,37.5507,127.04,26.298,0.5721,5464.624023,29.3,25.1
29.3,25.1,37.5102,127.086,21.9668,0.1332,5455.287598,29.7,25.1
29.7,25.1,37.5372,126.891,15.5876,0.1554,5454.85498,29.6,25.2
29.6,25.2,37.5237,126.909,17.2956,0.2223,5452.38916,29.5,25.3
29.5,25.3,37.5237,126.97,19.5844,0.2713,5460.181641,29.8,23.3
29.8,23.3,37.6046,126.991,212.335,2.785,5586.851563,33.2,24.6
33.2,24.6,37.6046,127.032,44.7624,0.5141,5451.257324,32.8,25.4
32.8,25.4,37.5776,127.058,33.3068,0.2661,5445.730469,34.4,26.2
34.4,26.2,37.645,127.022,45.716,2.5348,5437.578125,33.4,25.9
33.4,25.9,37.5507,127.135,35.038,0.5055,5438.163574,33.9,26.2
33.9,26.2,37.5102,127.042,54.6384,0.1457,5452.255859,32.8,26
32.8,26,37.5776,126.838,12.37,0.0985,5429.651855,33.2,25.7
33.2,25.7,37.4697,126.91,52.518,1.5629,5438.388672,33.4,25.2
33.4,25.2,37.4967,126.826,50.9312,0.4125,5458.84375,32.1,25.2
32.1,25.2,37.4562,126.955,208.507,5.1782,5431.227051,34,26
34,26,37.5372,127.085,28.7,0.6233,5448.95752,32.3,24.3
32.3,24.3,37.5507,126.988,132.118,0.5931,5501.149414,33.5,26.2
33.5,26.2,37.5776,127.083,59.8324,2.6865,5434.702148,32.9,25.8
32.9,25.8,37.4967,126.927,30.968,0.618,5437.17041,32.8,25.7
32.8,25.7,37.5507,126.937,30.0464,0.8552,5452.110352,32.4,24.2
32.4,24.2,37.4697,126.995,82.2912,2.2579,5424.245117,32.7,23.6
32.7,23.6,37.6181,127.099,53.4712,0.697,5451.944824,35.1,25.9
35.1,25.9,37.4832,127.024,56.4448,1.2313,5437.720703,32.7,25
32.7,25,37.5776,126.938,75.0924,1.7678,5478.664551,33.5,25.8
33.5,25.8,37.6181,127.004,146.554,4.7296,5525.581543,32.3,25.8
32.3,25.8,37.5507,127.04,26.298,0.5721,5441.987305,33.4,26.1
33.4,26.1,37.5102,127.086,21.9668,0.1332,5432.503418,35,26.4
35,26.4,37.5372,126.891,15.5876,0.1554,5432.126465,33.7,26.5
33.7,26.5,37.5237,126.909,17.2956,0.2223,5429.587402,33.5,26.1
33.5,26.1,37.5237,126.97,19.5844,0.2713,5437.53418,30,23.6
30,23.6,37.6046,126.991,212.335,2.785,5564.09082,32.8,25.4
32.8,25.4,37.6046,127.032,44.7624,0.5141,5427.936523,32.6,26.1
32.6,26.1,37.5776,127.058,33.3068,0.2661,5422.421387,32.9,26.8
32.9,26.8,37.645,127.022,45.716,2.5348,5414.195313,33.1,26.6
33.1,26.6,37.5507,127.135,35.038,0.5055,5414.678711,32.7,26.5
32.7,26.5,37.5102,127.042,54.6384,0.1457,5428.76123,31.3,26.1
31.3,26.1,37.5776,126.838,12.37,0.0985,5406.260254,31.4,26.2
31.4,26.2,37.4697,126.91,52.518,1.5629,5414.691895,31.8,25.8
31.8,25.8,37.4967,126.826,50.9312,0.4125,5435.52002,30.2,24.1
30.2,24.1,37.4562,126.955,208.507,5.1782,5405.70752,32.7,26.7
32.7,26.7,37.5372,127.085,28.7,0.6233,5425.785156,32.9,26.8
32.9,26.8,37.5776,127.083,59.8324,2.6865,5410.96875,31.4,26.2
31.4,26.2,37.4967,126.927,30.968,0.618,5413.71582,32.4,26
32.4,26,37.5507,126.937,30.0464,0.8552,5428.960938,30.7,24.5
30.7,24.5,37.4697,126.995,82.2912,2.2579,5399.98584,32.2,25.6
32.2,25.6,37.6181,127.099,53.4712,0.697,5428.502441,33,26.5
33,26.5,37.4832,127.024,56.4448,1.2313,5413.949219,32.1,25
32.1,25,37.5776,126.938,75.0924,1.7678,5455.486816,32.7,26.2
32.7,26.2,37.6181,127.004,146.554,4.7296,5502.795898,32.1,26.2
32.1,26.2,37.5507,127.04,26.298,0.5721,5418.70459,33.6,26.6
33.6,26.6,37.5102,127.086,21.9668,0.1332,5409.069824,32.9,26.6
32.9,26.6,37.5372,126.891,15.5876,0.1554,5408.750488,31.8,26.7
31.8,26.7,37.5237,126.909,17.2956,0.2223,5406.136719,32.2,26.7
32.2,26.7,37.5237,126.97,19.5844,0.2713,5414.240723,28.4,23.3
28.4,23.3,37.6046,126.991,212.335,2.785,5540.737793,31.4,24.5
31.4,24.5,37.6046,127.032,44.7624,0.5141,5404.02002,31.9,26
31.9,26,37.5776,127.058,33.3068,0.2661,5398.517578,32.2,26.5
32.2,26.5,37.645,127.022,45.716,2.5348,5390.27832,32.2,25.8
32.2,25.8,37.5507,127.135,35.038,0.5055,5390.597168,32.3,26.5
32.3,26.5,37.5102,127.042,54.6384,0.1457,5404.668457,31,26.3
31,26.3,37.5776,126.838,12.37,0.0985,5382.273438,31,25.9
31,25.9,37.4697,126.91,52.518,1.5629,5390.396484,32.4,25.5
32.4,25.5,37.4967,126.826,50.9312,0.4125,5411.600586,30.6,24.7
30.6,24.7,37.4562,126.955,208.507,5.1782,5379.565918,32.7,26.6
32.7,26.6,37.5372,127.085,28.7,0.6233,5402.019531,32,26.7
32,26.7,37.5776,127.083,59.8324,2.6865,5386.63623,31.5,25.9
31.5,25.9,37.4967,126.927,30.968,0.618,5389.664551,32.1,25.8
32.1,25.8,37.5507,126.937,30.0464,0.8552,5405.21875,30.6,23.4
30.6,23.4,37.4697,126.995,82.2912,2.2579,5375.120117,32.1,23.8
32.1,23.8,37.6181,127.099,53.4712,0.697,5404.463867,33.1,26
33.1,26,37.4832,127.024,56.4448,1.2313,5389.57666,31.2,25.1
31.2,25.1,37.5776,126.938,75.0924,1.7678,5431.715332,32.1,26.5
32.1,26.5,37.6181,127.004,146.554,4.7296,5479.45752,31.9,26
31.9,26,37.5507,127.04,26.298,0.5721,5394.827637,32.1,26.4
32.1,26.4,37.5102,127.086,21.9668,0.1332,5385.040527,32.3,26.8
32.3,26.8,37.5372,126.891,15.5876,0.1554,5384.778809,31.4,26.7
31.4,26.7,37.5237,126.909,17.2956,0.2223,5382.089355,32.3,26.4
32.3,26.4,37.5237,126.97,19.5844,0.2713,5390.352051,26.4,21.9
26.4,21.9,37.6046,126.991,212.335,2.785,5516.807129,29.7,23.8
29.7,23.8,37.6046,127.032,44.7624,0.5141,5379.522949,29.6,23.8
29.6,23.8,37.5776,127.058,33.3068,0.2661,5374.033691,29.5,24.6
29.5,24.6,37.645,127.022,45.716,2.5348,5365.759277,30.7,23.6
30.7,23.6,37.5507,127.135,35.038,0.5055,5365.934082,30.1,24.3
30.1,24.3,37.5102,127.042,54.6384,0.1457,5379.994141,29.5,24
29.5,24,37.5776,126.838,12.37,0.0985,5357.705566,29.1,24.1
29.1,24.1,37.4697,126.91,52.518,1.5629,5365.518555,30.1,23.7
30.1,23.7,37.4967,126.826,50.9312,0.4125,5387.100098,28,23.6
28,23.6,37.4562,126.955,208.507,5.1782,5352.822754,30.2,24.1
30.2,24.1,37.5372,127.085,28.7,0.6233,5377.675781,28.5,23
28.5,23,37.5507,126.988,132.118,0.5931,5428.586426,30.2,24.4
30.2,24.4,37.5776,127.083,59.8324,2.6865,5361.722656,29.9,24
29.9,24,37.4967,126.927,30.968,0.618,5365.032715,29.2,23.8
29.2,23.8,37.5507,126.937,30.0464,0.8552,5380.898926,29,23.2
29,23.2,37.4697,126.995,82.2912,2.2579,5349.663086,29.7,23.5
29.7,23.5,37.6181,127.099,53.4712,0.697,5379.844727,29.9,24
29.9,24,37.4832,127.024,56.4448,1.2313,5364.618164,28.9,23.4
28.9,23.4,37.5776,126.938,75.0924,1.7678,5407.366699,29.5,24.7
29.5,24.7,37.6181,127.004,146.554,4.7296,5455.522949,29.3,23.9
29.3,23.9,37.5507,127.04,26.298,0.5721,5370.370605,30.6,24
30.6,24,37.5102,127.086,21.9668,0.1332,5360.430176,30.3,24
30.3,24,37.5372,126.891,15.5876,0.1554,5360.226563,29.6,23.8
29.6,23.8,37.5237,126.909,17.2956,0.2223,5357.460938,30.2,24.5
30.2,24.5,37.5237,126.97,19.5844,0.2713,5365.884766,27.7,23
27.7,23,37.6046,126.991,212.335,2.785,5492.255371,31.2,24.3
31.2,24.3,37.6046,127.032,44.7624,0.5141,5354.40332,30.7,25.6
30.7,25.6,37.5776,127.058,33.3068,0.2661,5348.927246,31.3,26.2
31.3,26.2,37.645,127.022,45.716,2.5348,5340.643555,31.4,25.9
