Actual_Next_Tmin,Predicted_Next_Tmin,Actual_Next_Tmax,Predicted_Next_Tmax,Date,id
24.5,25.130158709,31.3,31.795435868,23/7/2015,3668
24.5,23.715524182,30.7,30.556233311,23/7/2015,3669
23.2,23.935883178,29.7,30.171852137,23/7/2015,3670
23.4,22.806949672,29.7,29.426092263,23/7/2015,3671
25.1,24.082359400,31.9,30.214814828,23/7/2015,3672
23.5,24.619053091,30.2,31.451713983,23/7/2015,3673
25.1,23.593201673,30.6,30.284498843,23/7/2015,3674
24.6,25.595921456,30.1,31.267452726,23/7/2015,3675
25.2,24.264268818,31.3,29.806265023,23/7/2015,3676
25.1,24.368122715,31.1,30.562520070,23/7/2015,3677
25.1,24.245048685,31.5,30.356523226,23/7/2015,3678
20,24.432685138,22.8,30.848221765,23/7/2015,3679
21.9,22.144953537,24.7,25.527940253,24/7/2015,3680
22.3,22.216675596,25,25.328908638,24/7/2015,3681
22.3,22.392854521,25.7,25.420742257,24/7/2015,3682
22.8,22.282062252,25.8,25.870352476,24/7/2015,3683
22.7,22.860304180,25.7,26.134368617,24/7/2015,3684
22.8,22.691635968,25.2,26.124921568,24/7/2015,3685
22.5,22.049987174,25.5,24.963126340,24/7/2015,3686
23.1,21.545721494,24.8,25.120138184,24/7/2015,3687
22.1,22.266547251,24.7,24.751515401,24/7/2015,3688
23.1,22.427285768,26,25.879667935,24/7/2015,3689
20.5,22.810608777,23.8,26.046679511,24/7/2015,3690
22.8,21.771299758,25.9,25.549202992,24/7/2015,3691
21.9,22.651468267,24.7,26.049284238,24/7/2015,3692
21.8,21.129871457,24.6,24.439787557,24/7/2015,3693
22.1,21.334951175,24.8,24.705165016,24/7/2015,3694
23.4,22.707036965,25.4,25.679400891,24/7/2015,3695
22.3,22.815868184,25.5,25.435191799,24/7/2015,3696
22.3,22.914769421,25.3,26.534713972,24/7/2015,3697
22.9,22.030404556,25.6,25.354824340,24/7/2015,3698
22.8,22.087917837,25.7,25.279834947,24/7/2015,3699
22.2,21.980289652,25.7,25.350924842,24/7/2015,3700
21.9,21.629117231,23.3,25.468141771,24/7/2015,3701
23.5,23.811476225,25.1,26.006878589,25/7/2015,3702
23.4,23.618935385,25.9,25.713004617,25/7/2015,3703
24,23.389012738,26.3,26.262452028,25/7/2015,3704
23.5,23.780986511,26.8,26.440021074,25/7/2015,3705
23.8,23.516132522,26.7,27.065096869,25/7/2015,3706
24.2,23.692940998,26,27.059002798,25/7/2015,3707
24.3,23.300103171,26.4,25.714994337,25/7/2015,3708
23.9,23.146459747,26,25.967736995,25/7/2015,3709
23.7,23.019044333,25.2,25.867794427,25/7/2015,3710
23.9,23.834669938,26.8,26.356250140,25/7/2015,3711
23,23.542512099,25.5,26.793505979,25/7/2015,3712
24.1,24.017814474,26.6,27.141550392,25/7/2015,3713
23.9,23.810062435,26.6,26.707972426,25/7/2015,3714
23.3,22.954839336,25.3,26.212659054,25/7/2015,3715
23.1,22.666277842,25.9,25.365559594,25/7/2015,3716
24,23.627122244,27.3,26.705002002,25/7/2015,3717
23.5,23.431663855,25.6,27.196347298,25/7/2015,3718
24.3,23.355887409,26.3,26.038280821,25/7/2015,3719
23.5,24.683107759,26.2,27.291574048,25/7/2015,3720
23.8,23.112932266,27,26.197370715,25/7/2015,3721
24.3,23.353844200,26.8,26.891115954,25/7/2015,3722
24.3,23.358629431,27,26.401146106,25/7/2015,3723
24.4,23.342518462,27,26.565439410,25/7/2015,3724
21.3,23.595932148,27,26.688514322,25/7/2015,3725
23.3,23.483525398,28.1,29.420452080,26/7/2015,3726
23.4,23.600412802,29.6,28.483437019,26/7/2015,3727
23.7,23.579270648,29,29.681087199,26/7/2015,3728
24.1,23.660647127,29.8,28.932537621,26/7/2015,3729
24.2,24.188561599,30.4,29.842244008,26/7/2015,3730
23.3,24.228673567,28.8,30.481001330,26/7/2015,3731
23.6,22.666697679,29.9,28.294842076,26/7/2015,3732
23.3,22.721831212,30.5,29.195805589,26/7/2015,3733
23.6,22.732277774,30,30.020289674,26/7/2015,3734
24.1,23.995171019,30.6,30.790146456,26/7/2015,3735
22.5,23.910658795,28.8,30.306170534,26/7/2015,3736
23.9,23.755627883,29.9,30.186566745,26/7/2015,3737
23.4,23.806981744,31.1,29.755511778,26/7/2015,3738
23.5,22.754440463,30,30.366000147,26/7/2015,3739
23.6,23.080751874,30,29.709536526,26/7/2015,3740
24.2,24.269820053,31,30.497279529,26/7/2015,3741
23,23.794654866,29.7,30.616685778,26/7/2015,3742
23.8,23.134896336,29.1,29.822161376,26/7/2015,3743
23.6,24.395186279,30,29.874737300,26/7/2015,3744
24.2,23.394708500,29.9,29.709203627,26/7/2015,3745
23.6,23.848386592,30.2,29.574222956,26/7/2015,3746
23.7,22.928855637,30.1,29.536835291,26/7/2015,3747
23.7,22.983666443,30.4,29.424888043,26/7/2015,3748
21.7,23.166159293,26,29.824198702,26/7/2015,3749
22.8,23.777263163,29.4,28.501475756,27/7/2015,3750
23.9,23.235244889,29,29.681254634,27/7/2015,3751
23.8,23.979966523,29.2,29.132426349,27/7/2015,3752
24,23.757057579,29,29.119409746,27/7/2015,3753
25,24.060742589,29.4,29.103842617,27/7/2015,3754
24.2,24.867879463,28.7,29.565421765,27/7/2015,3755
24.3,23.438613623,28.5,28.211343864,27/7/2015,3756
24,23.254070187,29.2,27.909955625,27/7/2015,3757
22.9,23.269669880,28,28.826778848,27/7/2015,3758
24.6,23.287327176,29.7,28.938503823,27/7/2015,3759
23,24.295909681,29.4,29.480418571,27/7/2015,3760
24.6,24.218106857,29.6,30.746254267,27/7/2015,3761
24.1,24.395857733,29.3,29.485634998,27/7/2015,3762
23.8,23.266086774,29.1,28.710692017,27/7/2015,3763
23,23.247947318,28.9,28.693170373,27/7/2015,3764
23,22.592000551,29.2,28.690745454,27/7/2015,3765
25,23.710155608,30.2,29.754684735,27/7/2015,3766
23.3,24.444155239,29.2,29.885844786,27/7/2015,3767
24,23.368004291,29.1,29.364177025,27/7/2015,3768
24.3,24.567674035,28.7,29.877695749,27/7/2015,3769
24.9,23.932101052,29.8,28.515690521,27/7/2015,3770
24.4,24.447563671,29.6,29.489050920,27/7/2015,3771
24.6,23.588658286,29.2,28.990692973,27/7/2015,3772
24.8,23.714390856,29.7,28.602505233,27/7/2015,3773
21.8,24.079921625,28.2,29.188204873,27/7/2015,3774
24.1,23.976648620,31.5,30.535578940,28/7/2015,3775
24.7,24.465905057,31.3,31.633088982,28/7/2015,3776
24.8,24.789078576,32.5,31.264791325,28/7/2015,3777
25,24.790394747,32,32.177070484,28/7/2015,3778
25.3,25.078632937,31.5,31.884421608,28/7/2015,3779
24.2,25.234845660,31.1,31.508885176,28/7/2015,3780
24.2,23.561920004,30.5,30.429369782,28/7/2015,3781
24.2,23.270408371,31.6,29.757717676,28/7/2015,3782
23.5,23.565715477,29.7,31.046476804,28/7/2015,3783
25.5,23.892781671,31.5,30.515159651,28/7/2015,3784
23,25.165648256,31.4,31.151808396,28/7/2015,3785
25.3,24.320815522,32,32.594847869,28/7/2015,3786
24.1,25.123744428,31,31.709548540,28/7/2015,3787
24.1,23.353350431,30.8,30.282194598,28/7/2015,3788
23.3,23.594322159,30.6,30.267168932,28/7/2015,3789
24.2,22.938362304,31.7,30.264810963,28/7/2015,3790
25.1,24.875040580,32.4,32.075132296,28/7/2015,3791
23.6,24.643528638,31.2,31.920009651,28/7/2015,3792
24.8,23.729825391,31.6,31.215260197,28/7/2015,3793
24.7,25.387090359,31,32.194749200,28/7/2015,3794
25.3,24.395736646,32.2,30.644701349,28/7/2015,3795
24.7,24.916346338,31.6,31.710431881,28/7/2015,3796
24.7,23.950477007,30.8,30.841788314,28/7/2015,3797
24.9,23.882874892,31.2,30.082484730,28/7/2015,3798
22.7,24.243258660,25.9,30.575813866,28/7/2015,3799
24.2,24.635282008,28.2,28.420177986,29/7/2015,3800
24.8,24.382089562,28.9,28.587407489,29/7/2015,3801
25.5,24.751602926,29.4,29.050358216,29/7/2015,3802
25,25.235091993,29,29.321140501,29/7/2015,3803
25.2,24.923892860,29.5,29.114995024,29/7/2015,3804
24.9,25.045224833,29.3,29.662231171,29/7/2015,3805
24.3,24.073551638,29.1,28.774136736,29/7/2015,3806
24.2,23.284416658,29.3,28.466918336,29/7/2015,3807
24.1,23.447019316,28.1,28.923567457,29/7/2015,3808
25,24.328316416,29.1,29.043940476,29/7/2015,3809
23.6,24.609959094,27.6,28.932338041,29/7/2015,3810
25.3,24.643098509,29.1,29.091568389,29/7/2015,3811
24.3,24.974150261,29.1,29.032498036,29/7/2015,3812
24.6,23.427986504,28.6,28.530413637,29/7/2015,3813
23.9,23.912622902,28.2,28.240800630,29/7/2015,3814
24.5,23.332721230,28,28.054626807,29/7/2015,3815
25.3,24.943366613,29.5,28.661690369,29/7/2015,3816
24.5,24.666672355,28.3,29.244637994,29/7/2015,3817
25.5,24.357560605,29.1,28.545718947,29/7/2015,3818
24.7,25.862687206,28.7,29.892952209,29/7/2015,3819
25.1,24.277040973,29.3,28.521789507,29/7/2015,3820
25.1,24.594017335,29.7,29.031686942,29/7/2015,3821
25.2,24.197852391,29.6,29.091678897,29/7/2015,3822
25.3,24.252660559,29.5,28.979745144,29/7/2015,3823
23.3,24.500932749,29.8,29.010421392,29/7/2015,3824
24.6,25.354029725,33.2,32.028681991,30/7/2015,3825
25.4,24.984729448,32.8,33.210241449,30/7/2015,3826
26.2,25.470343934,34.4,32.658896544,30/7/2015,3827
25.9,26.096838984,33.4,33.946491297,30/7/2015,3828
26.2,25.927483589,33.9,33.187863761,30/7/2015,3829
26,26.135184633,32.8,33.735938668,30/7/2015,3830
25.7,25.203542171,33.2,32.017426907,30/7/2015,3831
25.2,24.704404243,33.4,32.266907724,30/7/2015,3832
25.2,24.521534621,32.1,32.720181315,30/7/2015,3833
26,25.484025486,34,32.749167397,30/7/2015,3834
24.3,25.725667087,32.3,33.467830580,30/7/2015,3835
26.2,25.489396163,33.5,33.439850317,30/7/2015,3836
25.8,25.977738033,32.9,33.105381900,30/7/2015,3837
25.7,24.918899624,32.8,32.054143247,30/7/2015,3838
24.2,25.078658386,32.4,32.130602738,30/7/2015,3839
23.6,23.807789678,32.7,31.937792836,30/7/2015,3840
25.9,24.407758999,35.1,32.996552775,30/7/2015,3841
25,25.472938271,32.7,34.423342394,30/7/2015,3842
25.8,25.015678349,33.5,32.615215758,30/7/2015,3843
25.8,26.348071614,32.3,33.960746912,30/7/2015,3844
26.1,25.412181680,33.4,31.857433944,30/7/2015,3845
26.4,25.668531309,35,32.828307608,30/7/2015,3846
26.5,25.593260894,33.7,33.999142649,30/7/2015,3847
26.1,25.586281892,33.5,32.778881352,30/7/2015,3848
23.6,25.397561171,30,32.712996129,30/7/2015,3849
25.4,25.623154278,32.8,32.217354632,31/7/2015,3850
26.1,25.654799918,32.6,32.848974068,31/7/2015,3851
26.8,26.064343068,32.9,32.481512307,31/7/2015,3852
26.6,26.537532895,33.1,32.567580389,31/7/2015,3853
26.5,26.516331700,32.7,32.918129601,31/7/2015,3854
26.1,26.332216156,31.3,32.631603423,31/7/2015,3855
26.2,25.212390014,31.4,30.634325832,31/7/2015,3856
25.8,25.043278523,31.8,30.610095440,31/7/2015,3857
24.1,24.957080405,30.2,31.248905664,31/7/2015,3858
26.7,24.435821360,32.7,30.986698804,31/7/2015,3859
26.8,26.263030496,32.9,32.274466564,31/7/2015,3860
26.2,26.464767320,31.4,32.557742237,31/7/2015,3861
26,25.186854266,32.4,30.673560579,31/7/2015,3862
24.5,25.316885012,30.7,31.765133821,31/7/2015,3863
25.6,23.979067492,32.2,30.371700771,31/7/2015,3864
26.5,26.109109415,33,32.552989785,31/7/2015,3865
25,25.882734254,32.1,32.490289928,31/7/2015,3866
26.2,24.984499339,32.7,32.062512167,31/7/2015,3867
26.2,26.652076496,32.1,33.226649130,31/7/2015,3868
26.6,25.747073564,33.6,31.677533610,31/7/2015,3869
26.6,26.110385947,32.9,33.018698993,31/7/2015,3870
26.7,25.657584989,31.8,32.062712649,31/7/2015,3871
26.7,25.660902776,32.2,31.027178094,31/7/2015,3872
23.3,25.848553895,28.4,31.518801610,31/7/2015,3873
24.5,25.281376975,31.4,30.738537531,1/8/2015,3874
26,24.805098226,31.9,31.549885683,1/8/2015,3875
26.5,25.941637056,32.2,31.835655372,1/8/2015,3876
25.8,26.242088336,32.2,31.920047998,1/8/2015,3877
26.5,25.778741441,32.3,32.081694843,1/8/2015,3878
26.3,26.311323571,31,32.263679598,1/8/2015,3879
25.9,25.369385975,31,30.360432623,1/8/2015,3880
25.5,24.763275864,32.4,30.239669968,1/8/2015,3881
24.7,24.728570939,30.6,31.802066606,1/8/2015,3882
26.6,24.974309500,32.7,31.362821234,1/8/2015,3883
26.7,26.176368177,32,32.275128007,1/8/2015,3884
25.9,26.331758309,31.5,31.727190327,1/8/2015,3885
25.8,24.932598895,32.1,30.764924770,1/8/2015,3886
23.4,25.128407223,30.6,31.487872599,1/8/2015,3887
23.8,23.023550831,32.1,30.271689172,1/8/2015,3888
26,24.549018614,33.1,32.447058982,1/8/2015,3889
25.1,25.455736537,31.2,32.579998103,1/8/2015,3890
26.5,25.024235630,32.1,31.233601144,1/8/2015,3891
26,26.880003080,31.9,32.676470109,1/8/2015,3892
26.4,25.563742969,32.1,31.492641905,1/8/2015,3893
26.8,25.860118350,32.3,31.633123722,1/8/2015,3894
26.7,25.799134570,31.4,31.511735444,1/8/2015,3895
26.4,25.640010751,32.3,30.659251403,1/8/2015,3896
21.9,25.594300530,26.4,31.610155542,1/8/2015,3897
23.8,23.968936016,29.7,28.881093235,2/8/2015,3898
23.8,24.112681190,29.6,29.975427179,2/8/2015,3899
24.6,23.922789172,29.5,29.694457788,2/8/2015,3900
23.6,24.461752172,30.7,29.411923010,2/8/2015,3901
24.3,23.801082192,30.1,30.679396677,2/8/2015,3902
24,24.297622195,29.5,30.214855044,2/8/2015,3903
24.1,23.305358709,29.1,28.957290304,2/8/2015,3904
23.7,23.110495310,30.1,28.471293880,2/8/2015,3905
23.6,23.055199617,28,29.664222647,2/8/2015,3906
24.1,23.890048293,30.2,28.953902755,2/8/2015,3907
23,23.888116736,28.5,29.946685120,2/8/2015,3908
24.4,24.170045159,30.2,29.923814569,2/8/2015,3909
24,24.252280212,29.9,30.046986780,2/8/2015,3910
23.8,23.208898752,29.2,29.272778051,2/8/2015,3911
23.2,23.251406614,29,28.794174869,2/8/2015,3912
23.5,22.768116769,29.7,28.793842976,2/8/2015,3913
24,24.166034850,29.9,30.229433661,2/8/2015,3914
23.4,23.563281483,28.9,29.609257632,2/8/2015,3915
24.7,23.437235374,29.5,29.096585747,2/8/2015,3916
23.9,25.191192172,29.3,30.261507400,2/8/2015,3917
24,23.615818042,30.6,29.075197730,2/8/2015,3918
24,23.709721368,30.3,30.229145939,2/8/2015,3919
23.8,23.277517259,29.6,29.642596349,2/8/2015,3920
24.5,23.042321021,30.2,28.974000997,2/8/2015,3921
23,23.844858138,27.7,29.656193371,2/8/2015,3922
24.3,24.985629424,31.2,30.092555193,3/8/2015,3923
25.6,24.621450154,30.7,31.366618130,3/8/2015,3924
26.2,25.533762370,31.3,30.727099729,3/8/2015,3925
25.9,25.936028860,31.4,31.089416344,3/8/2015,3926
26.2,25.823303686,31.9,31.346796746,3/8/2015,3927
25.8,26.031004182,30.7,31.894874457,3/8/2015,3928
25.3,24.921479732,31.4,30.082298527,3/8/2015,3929
25.2,24.265034679,31.8,30.607264415,3/8/2015,3930
24.9,24.437958168,29.8,31.248517285,3/8/2015,3931
26.4,25.105189269,31.8,30.629025601,3/8/2015,3932
23.7,25.956681916,31.1,31.445313916,3/8/2015,3933
26,24.908186384,31.8,32.332671045,3/8/2015,3934
25.4,25.716253901,31.5,31.539785138,3/8/2015,3935
25.1,24.500137611,31.6,30.763881942,3/8/2015,3936
24.9,24.497471017,30.6,31.023308823,3/8/2015,3937
23.8,24.318452917,30.7,30.287513923,3/8/2015,3938
26,24.476319612,32.5,31.157151143,3/8/2015,3939
25.2,25.424219984,30.8,32.029021323,3/8/2015,3940
25.8,25.089401066,31,30.868107357,3/8/2015,3941
25.7,26.218183550,30.8,31.657690061,3/8/2015,3942
26.2,25.247387005,32.4,30.477281970,3/8/2015,3943
26.1,25.702211750,31.9,31.911675596,3/8/2015,3944
26.2,25.173341473,31.5,31.139562074,3/8/2015,3945
26.3,25.212698419,32.2,30.750569096,3/8/2015,3946
22.7,25.502171240,27.6,31.520083388,3/8/2015,3947
24.6,24.721062900,31.3,29.999266125,4/8/2015,3948
25.1,24.885389313,30.8,31.463116682,4/8/2015,3949
26,25.106748332,31,30.816891400,4/8/2015,3950
25.6,25.747526512,32,30.812280766,4/8/2015,3951
25.8,25.594770051,31.7,31.900081328,4/8/2015,3952
25.4,25.674910348,30.2,31.708433617,4/8/2015,3953
25,24.549940705,30.2,29.618767621,4/8/2015,3954
24.9,23.943818922,30.5,29.498064676,4/8/2015,3955
24.2,24.111598313,29.8,30.046932192,4/8/2015,3956
25.9,24.500259476,32.3,30.624925855,4/8/2015,3957
23.7,25.550265060,30.5,31.904540646,4/8/2015,3958
25.9,24.876972552,31.4,31.780145598,4/8/2015,3959
25.3,25.608966921,30.8,31.171152108,4/8/2015,3960
25.2,24.377407629,30.7,30.118147632,4/8/2015,3961
23.1,24.537185621,30.4,30.194508747,4/8/2015,3962
22.3,22.753180565,31.2,30.089389375,4/8/2015,3963
25.6,23.206207351,33.5,31.608014267,4/8/2015,3964
25.2,25.129908858,29.9,32.950930857,4/8/2015,3965
25.8,25.042746088,30.8,30.038471139,4/8/2015,3966
25.3,26.207575945,30.6,31.474553395,4/8/2015,3967
25.8,24.891295930,31.8,30.290827018,4/8/2015,3968
25.7,25.325523331,31,31.355786418,4/8/2015,3969
25.9,24.781207216,30.9,30.306586127,4/8/2015,3970
25.8,24.922378963,31.4,30.195519233,4/8/2015,3971
23.3,25.028817707,29.2,30.778624888,4/8/2015,3972
25.7,25.321342492,30.8,31.483694192,5/8/2015,3973
26.1,25.809381796,32.5,31.012190507,5/8/2015,3974
26.3,26.057646693,32.1,32.397068120,5/8/2015,3975
26.6,26.062946831,32.5,31.832427289,5/8/2015,3976
26.7,26.483879881,33.3,32.371937468,5/8/2015,3977
26.1,26.534288229,31.9,33.195423626,5/8/2015,3978
25.9,25.241730449,32.7,31.196435238,5/8/2015,3979
26,24.849533937,32.8,31.816316935,5/8/2015,3980
25.5,25.179758771,31.9,32.182114310,5/8/2015,3981
26.5,25.730832125,33.9,32.577207935,5/8/2015,3982
24.5,26.150539581,32.9,33.388994655,5/8/2015,3983
26.8,25.691170718,33,34.005192567,5/8/2015,3984
26.4,26.468341796,33,32.658157492,5/8/2015,3985
25.9,25.440417593,32.2,32.160977116,5/8/2015,3986
25.4,25.218680780,31.8,31.587438346,5/8/2015,3987
25.9,24.811419499,32.5,31.403442122,5/8/2015,3988
26.6,26.382107546,34.6,32.840547529,5/8/2015,3989
25.8,26.049908057,32.5,33.976972335,5/8/2015,3990
26.2,25.694509069,32.2,32.446535779,5/8/2015,3991
26.2,26.624819599,32.6,32.772582345,5/8/2015,3992
26.6,25.771272015,33.7,32.147246849,5/8/2015,3993
26.5,26.113979430,33.1,33.119017011,5/8/2015,3994
26.7,25.579961767,33.5,32.254534958,5/8/2015,3995
26.8,25.746876828,33.1,32.605278062,5/8/2015,3996
23.1,25.979716285,31.5,32.358800499,5/8/2015,3997
22.6,25.266702964,32.8,33.607982960,6/8/2015,3998
24.8,23.234582208,34.2,32.835125509,6/8/2015,3999
24.5,25.022046086,34.8,33.958006187,6/8/2015,4000
23.9,24.646985684,33.6,34.312800823,6/8/2015,4001
26,24.208215167,34.7,33.366987139,6/8/2015,4002
26.1,26.001453742,33.1,34.484320119,6/8/2015,4003
24.8,25.303184015,33.8,32.306469443,6/8/2015,4004
24.6,23.955773521,33.6,32.824791088,6/8/2015,4005
22.7,24.011449037,32.9,32.910966310,6/8/2015,4006
25.5,23.363622643,34.5,33.479195152,6/8/2015,4007
24.6,25.317410926,33.3,33.936466853,6/8/2015,4008
25.9,25.797799794,34.5,34.377191318,6/8/2015,4009
24.9,25.767914734,33.7,34.037754299,6/8/2015,4010
25.5,24.180588161,34.4,32.796638400,6/8/2015,4011
23.1,24.986149272,32.5,33.617714059,6/8/2015,4012
21.7,22.860625965,33.1,32.032452323,6/8/2015,4013
25.6,22.785161209,35.5,33.361217254,6/8/2015,4014
24.6,25.232218104,33.4,34.801567812,6/8/2015,4015
24.6,24.704088471,34,33.269415376,6/8/2015,4016
25.5,25.335267403,33.8,34.423330513,6/8/2015,4017
25.9,25.228142636,33.7,33.251406895,6/8/2015,4018
26.5,25.509061832,34.9,33.114854874,6/8/2015,4019
26.7,25.672308665,33.8,33.918734228,6/8/2015,4020
26.4,25.761989917,34.5,32.884067118,6/8/2015,4021
23.1,25.705992066,31.4,33.650197653,6/8/2015,4022
24.2,25.261222105,34,33.517320412,7/8/2015,4023
26.1,24.677936488,33.8,33.958602528,7/8/2015,4024
25.2,26.123911330,34.7,33.601191382,7/8/2015,4025
26,25.246080080,34.7,34.228051778,7/8/2015,4026
27.4,26.078264479,34.7,34.402304465,7/8/2015,4027
26.1,27.210281119,35.1,34.497800207,7/8/2015,4028
27,25.405821258,34,34.155428422,7/8/2015,4029
25.4,25.865849553,35.1,33.029711607,7/8/2015,4030
23.4,24.779296337,34.7,34.304821277,7/8/2015,4031
27.2,24.060518380,35.7,35.149443058,7/8/2015,4032
26.8,26.847136439,35.4,35.060771572,7/8/2015,4033
25.7,26.591232817,34.1,34.878308318,7/8/2015,4034
26.4,24.891796406,34.3,33.174530627,7/8/2015,4035
24.6,25.757986424,33.3,33.534618934,7/8/2015,4036
23.4,24.197003326,34.9,32.785710087,7/8/2015,4037
27.2,24.345776218,35.6,35.039706665,7/8/2015,4038
24.7,26.618929082,33.8,34.909103813,7/8/2015,4039
24,24.810715933,35.2,33.641422384,7/8/2015,4040
27.3,24.878506764,34.8,35.528331015,7/8/2015,4041
27,26.833938172,35.3,34.191835187,7/8/2015,4042
27,26.541164202,35.4,34.603592251,7/8/2015,4043
27.1,26.129559226,34.6,34.386467737,7/8/2015,4044
26.1,26.148316877,35.9,33.628050514,7/8/2015,4045
22,25.518629871,29.3,34.942469615,7/8/2015,4046
23.1,24.202695805,32.3,31.570254942,8/8/2015,4047
24.6,23.639998684,33,32.381016545,8/8/2015,4048
24.1,24.786836598,33.6,32.851501237,8/8/2015,4049
24,24.239033657,33.5,33.204640843,8/8/2015,4050
25.7,24.288746059,34.3,33.278991343,8/8/2015,4051
24.1,25.721060921,33.4,34.115890645,8/8/2015,4052
24.6,23.590559820,32.7,32.570303792,8/8/2015,4053
24.2,23.725702717,34.2,31.810699189,8/8/2015,4054
24,23.696180066,32.1,33.465285876,8/8/2015,4055
25.2,24.444487932,33.8,32.755005803,8/8/2015,4056
23.1,25.021580150,31.9,33.290910279,8/8/2015,4057
24.7,24.429485201,34.4,33.075108886,8/8/2015,4058
24.4,24.725639683,34.7,33.938895624,8/8/2015,4059
23.4,23.799542133,33.4,33.719580699,8/8/2015,4060
24.1,23.120227080,32.4,32.679984764,8/8/2015,4061
22.8,23.718459051,32.5,31.952104857,8/8/2015,4062
25.2,23.703640727,34.7,32.819792780,8/8/2015,4063
23.2,24.844853375,31.8,34.062893450,8/8/2015,4064
24.7,23.411856614,33.1,31.783391477,8/8/2015,4065
25.6,25.374626162,33.4,33.596350880,8/8/2015,4066
25.4,25.293232278,34.1,32.886300852,8/8/2015,4067
24.6,25.097123243,34,33.483628164,8/8/2015,4068
24.6,23.984267786,33.4,33.075072554,8/8/2015,4069
24.8,23.926952969,33.9,32.500544267,8/8/2015,4070
21.5,24.292507491,27.3,33.086122392,8/8/2015,4071
21.9,23.667526103,30.5,29.720617249,9/8/2015,4072
23.3,22.510535444,30.5,30.710269208,9/8/2015,4073
23.4,23.534962333,31.2,30.533387858,9/8/2015,4074
23,23.510523193,31,30.983918392,9/8/2015,4075
24.3,23.295977027,31.4,30.963404382,9/8/2015,4076
24.1,24.362219512,30.6,31.427508007,9/8/2015,4077
23.7,23.446037444,29.5,29.986008547,9/8/2015,4078
23.3,22.783258093,30.1,28.849437572,9/8/2015,4079
22.1,22.707400614,29.5,29.672750210,9/8/2015,4080
24.1,22.669220127,32,30.339653636,9/8/2015,4081
22.6,23.978488083,30.7,31.620990950,9/8/2015,4082
23.9,23.935495546,31.3,31.964414545,9/8/2015,4083
24.2,23.874712666,30.7,31.070835414,9/8/2015,4084
24.1,23.420494240,30.7,30.025281438,9/8/2015,4085
22.4,23.585441065,29.3,30.193901369,9/8/2015,4086
21.7,22.090202196,30.4,29.076537735,9/8/2015,4087
24.4,22.645098486,31.5,30.872808864,9/8/2015,4088
22.8,23.988776888,30.7,31.102475369,9/8/2015,4089
23.5,23.009390709,31.2,30.765867117,9/8/2015,4090
24.4,24.240021263,30.7,31.833205711,9/8/2015,4091
24.1,24.117429855,31.4,30.384301741,9/8/2015,4092
24.7,23.834949658,31.3,30.980800983,9/8/2015,4093
25.1,23.931263645,31.9,30.583975512,9/8/2015,4094
24.6,24.281210874,31.4,31.121137021,9/8/2015,4095
21.7,23.990694576,28.8,30.777227368,9/8/2015,4096
22.5,23.917150472,31.5,31.109483156,10/8/2015,4097
23.9,23.079885496,31.4,31.640717439,10/8/2015,4098
23.9,24.099163753,32.2,31.371473935,10/8/2015,4099
23.5,23.993501609,32.3,31.913540988,10/8/2015,4100
25.3,23.794402575,32.1,32.170107123,10/8/2015,4101
24.2,25.261597579,30.9,32.084236959,10/8/2015,4102
23.8,23.547498718,30.4,30.265743213,10/8/2015,4103
23.5,22.915608977,31.7,29.683356344,10/8/2015,4104
21.9,22.962166979,29.9,31.154012224,10/8/2015,4105
25.2,22.516695393,32.5,30.709374483,10/8/2015,4106
22.8,24.953941936,30,32.093813989,10/8/2015,4107
24.3,24.071834914,32.4,31.321390219,10/8/2015,4108
23.8,24.276468783,31.5,32.091990924,10/8/2015,4109
23.8,23.115853219,30.9,30.762633592,10/8/2015,4110
22.4,23.336280070,30,30.377905282,10/8/2015,4111
22.1,22.125878077,31.6,29.724937774,10/8/2015,4112
25.1,23.052006619,33.1,31.986309212,10/8/2015,4113
23,24.675383166,31.8,32.587959038,10/8/2015,4114
23.8,23.238415326,32,31.785311122,10/8/2015,4115
25.1,24.539972057,31.9,32.576386641,10/8/2015,4116
25.2,24.783447263,32.5,31.500307834,10/8/2015,4117
24.8,24.841293176,32,32.007807852,10/8/2015,4118
25.1,24.053320516,31.9,31.233153339,10/8/2015,4119
25.2,24.280855673,32.1,31.122954167,10/8/2015,4120
21.9,24.544598580,27.7,31.430589909,10/8/2015,4121
22.1,24.032889534,30.3,30.097039762,11/8/2015,4122
24.4,22.672253710,29.7,30.530919165,11/8/2015,4123
24.4,24.443110583,31.5,29.807413030,11/8/2015,4124
24.2,24.388936435,30.2,31.273093085,11/8/2015,4125
25.5,24.290490012,30.4,30.238290497,11/8/2015,4126
25,25.346434268,30.3,30.517674745,11/8/2015,4127
23.9,24.207189505,30.9,29.720173160,11/8/2015,4128
23.7,23.027348635,31.7,30.147911906,11/8/2015,4129
22.2,23.134536490,30.1,31.157575597,11/8/2015,4130
25.1,22.785702207,30,30.898649460,11/8/2015,4131
23.3,24.738484596,29.9,29.785826772,11/8/2015,4132
25.1,24.498159242,30.4,31.235126977,11/8/2015,4133
24.7,24.864070912,31,30.253390618,11/8/2015,4134
24.6,23.867061144,30.3,30.310267350,11/8/2015,4135
22.6,23.995974013,29.4,29.832319085,11/8/2015,4136
21.8,22.267341994,29,29.174398811,11/8/2015,4137
25.5,22.658658378,31.4,29.584303425,11/8/2015,4138
